title,year,certificate,duration,genre,rating,votes
The Irishman,(2019),R,209 min,"Biography, Crime, Drama",7.800000190734863,"382,523"
Jurassic World: Fallen Kingdom,(2018),PG-13,128 min,"Action, Adventure, Sci-Fi",6.099999904632568,"314,340"
Big Mouth,(2017– ),TV-MA,30 min,"Animation, Comedy, Romance",7.900000095367432,"77,339"
Rhyme Time Town Singalongs,(2020– ),TV-Y,,"Animation, Family",8.100000381469727,18
Chilling Adventures of Sabrina,(2018–2020),TV-14,60 min,"Drama, Fantasy, Horror",7.400000095367432,"93,761"
Death Note,(2006–2007),TV-14,24 min,"Animation, Crime, Drama",9.0,"316,300"
Booksmart,(2019),R,102 min,Comedy,7.099999904632568,"117,900"
Heartbreak High,(1994–1999),TV-MA,50 min,"Drama, Romance",7.800000190734863,"3,208"
Untitled Super Mario Project,(2023),,,"Animation, Adventure, Comedy",,
The End of the F***ing World,(2017–2019),TV-MA,25 min,"Adventure, Comedy, Crime",8.100000381469727,"186,272"
The Revenant,(2015),R,156 min,"Action, Adventure, Drama",8.0,"794,404"
Red Notice,(2021),PG-13,118 min,"Action, Comedy, Thriller",6.300000190734863,"270,232"
Jessica Jones,(2015–2019),TV-MA,56 min,"Action, Crime, Drama",7.900000095367432,"213,221"
Frozen,(I) (2013),PG,102 min,"Animation, Adventure, Comedy",7.400000095367432,"620,220"
Anne with an E,(2017–2019),TV-PG,60 min,"Drama, Family",8.699999809265137,"54,248"
Jane the Virgin,(2014–2019),TV-PG,60 min,Comedy,7.900000095367432,"50,019"
Incantation,(2022),TV-MA,110 min,"Horror, Mystery",6.199999809265137,"11,424"
Queen of the South,(2016–2021),TV-MA,42 min,"Action, Crime, Drama",8.0,"30,158"
Godless,(2017),TV-MA,452 min,"Action, Drama, Western",8.300000190734863,"66,821"
Fullmetal Alchemist: Brotherhood,(2009–2010),TV-14,24 min,"Animation, Action, Adventure",9.100000381469727,"164,032"
Ray Donovan,(2013–2020),TV-MA,60 min,"Crime, Drama",8.300000190734863,"86,921"
Wind River,(2017),R,107 min,"Crime, Drama, Mystery",7.699999809265137,"249,800"
Jumanji: The Next Level,(2019),PG-13,123 min,"Action, Adventure, Comedy",6.699999809265137,"246,668"
Fakes,(2022– ),TV-MA,30 min,Comedy,6.300000190734863,594
The IT Crowd,(2006–2013),TV-14,25 min,Comedy,8.5,"151,277"
DC's Legends of Tomorrow,(2016–2022),TV-14,42 min,"Action, Adventure, Drama",6.800000190734863,"104,446"
Heartstopper,(2022– ),TV-14,30 min,"Drama, Romance",8.699999809265137,"49,420"
12 Surprising Hollywood Jobs You Never Knew Existed,(2022 Video),,14 min,"Documentary, Short",,
Zodiac,(2007),R,157 min,"Crime, Drama, Mystery",7.699999809265137,"536,068"
Iron Fist,(2017–2018),TV-MA,55 min,"Action, Adventure, Crime",6.400000095367432,"130,223"
Merlí. Sapere Aude,(2019–2021),TV-MA,50 min,"Comedy, Drama",7.699999809265137,"2,298"
The Affair,(2014–2019),TV-MA,60 min,Drama,7.900000095367432,"45,649"
Unbelievable,(2019),TV-MA,385 min,"Crime, Drama",8.399999618530273,"100,699"
Enola Holmes,(2020),PG-13,123 min,"Action, Adventure, Crime",6.599999904632568,"169,720"
Pirates of the Caribbean: Dead Men Tell No Tales,(2017),PG-13,129 min,"Action, Adventure, Fantasy",6.5,"309,009"
Bates Motel,(2013–2017),TV-MA,45 min,"Drama, Horror, Mystery",8.100000381469727,"107,362"
Jujutsu Kaisen,(2020– ),TV-MA,24 min,"Animation, Action, Adventure",8.600000381469727,"56,920"
Star Trek: Enterprise,(2001–2005),TV-PG,60 min,"Action, Adventure, Drama",7.5,"53,374"
Run,(I) (2020),PG-13,90 min,"Mystery, Thriller",6.699999809265137,"77,264"
The Green Knight,(2021),R,130 min,"Adventure, Drama, Fantasy",6.599999904632568,"98,337"
All of Us Are Dead,(2022– ),TV-MA,60 min,"Action, Drama, Fantasy",7.5,"47,580"
Jumanji: Welcome to the Jungle,(2017),PG-13,119 min,"Action, Adventure, Comedy",6.900000095367432,"375,650"
"El Rey, Vicente Fernández",(2022– ),TV-14,52 min,"Biography, Drama, Music",6.400000095367432,127
Bodyguard,(2018),TV-MA,60 min,"Crime, Drama, Thriller",8.100000381469727,"121,426"
Luther,(2010–2019),TV-MA,60 min,"Crime, Drama, Mystery",8.399999618530273,"136,105"
That '90s Show,,TV-14,30 min,"Comedy, Drama, Romance",,
Fauda,(2015– ),TV-MA,60 min,"Action, Drama, Thriller",8.199999809265137,"26,699"
Hubie Halloween,(2020),PG-13,103 min,"Comedy, Mystery",5.199999809265137,"49,569"
The Watcher,(2022– ),,,"Drama, Horror, Mystery",,
Borgen,(2010–2022),TV-14,58 min,Drama,8.5,"26,360"
Marcella,(2016– ),TV-MA,45 min,"Crime, Drama, Mystery",7.400000095367432,"31,515"
Reign,(2013–2017),TV-14,42 min,Drama,7.400000095367432,"49,625"
Love Between Fairy and Devil,(2022– ),TV-PG,40 min,"Comedy, Fantasy, Romance",8.600000381469727,365
Bump of Chicken Tour 2019: aurora ark Tokyo Dome,(2020),,151 min,Music,,
Amar,(2017),,105 min,"Drama, Romance",5.099999904632568,"4,570"
Freaks and Geeks,(1999–2000),TV-14,44 min,"Comedy, Drama",8.800000190734863,"142,164"
High Heat,(2022– ),TV-MA,45 min,Drama,5.900000095367432,432
Workin' Moms,(2017–2023),TV-MA,30 min,"Comedy, Drama",7.800000190734863,"17,710"
Poldark,(2015–2019),TV-14,60 min,"Drama, Romance",8.300000190734863,"31,763"
Penny Dreadful,(2014–2016),TV-MA,60 min,"Drama, Fantasy, Horror",8.199999809265137,"121,814"
Medici,(2016–2019),TV-14,60 min,"Biography, Drama, History",7.900000095367432,"19,261"
Your Name.,(2016),PG,106 min,"Animation, Drama, Fantasy",8.399999618530273,"262,352"
Venom,(2018),PG-13,112 min,"Action, Adventure, Sci-Fi",6.599999904632568,"478,585"
Californication,(2007–2014),TV-MA,28 min,"Comedy, Drama",8.300000190734863,"180,641"
The Platform,(2019),TV-MA,94 min,"Horror, Sci-Fi, Thriller",7.0,"219,327"
Interceptor,(2022),TV-MA,99 min,"Action, Adventure, Drama",4.5,"22,251"
Arango y Sanint: Ríase el show,(2018 TV Special),,62 min,Comedy,4.0,42
Shadowhunters,(2016–2019),TV-14,42 min,"Action, Drama, Fantasy",6.5,"63,040"
Tropic Thunder,(2008),R,107 min,"Action, Comedy, War",7.0,"413,784"
Howl's Moving Castle,(2004),PG,119 min,"Animation, Adventure, Family",8.199999809265137,"390,278"
Beverly Hills Cop: Axel Foley,,,,"Action, Comedy, Crime",,
iZombie,(2015–2019),TV-14,42 min,"Comedy, Crime, Drama",7.800000190734863,"67,849"
SPY×FAMILY,(2022– ),TV-14,24 min,"Animation, Action, Comedy",8.600000381469727,"19,612"
Fighting with My Family,(2019),PG-13,108 min,"Biography, Comedy, Drama",7.099999904632568,"81,142"
Captain America: Civil War,(2016),PG-13,147 min,"Action, Adventure, Sci-Fi",7.800000190734863,"776,556"
The Ranch,(2016–2020),TV-MA,30 min,"Comedy, Drama, Western",7.5,"38,824"
Will & Grace,(1998–2020),TV-14,22 min,"Comedy, Romance",7.300000190734863,"55,858"
I'm Thinking of Ending Things,(2020),R,134 min,"Drama, Thriller",6.599999904632568,"85,315"
The Wonder,(2022),R,103 min,"Drama, Mystery, Thriller",7.599999904632568,87
Legends of Strength,,,,,,
The Midnight Club,(2022– ),,,"Drama, Horror, Mystery",,
Black Clover,(2017–2021),TV-PG,24 min,"Animation, Action, Adventure",8.300000190734863,"22,411"
Russian Doll,(2019– ),TV-MA,30 min,"Comedy, Drama, Mystery",7.800000190734863,"94,732"
Snowpiercer,(2013),R,126 min,"Action, Sci-Fi, Thriller",7.099999904632568,"359,095"
Below Deck Mediterranean,(2016– ),TV-14,43 min,Reality-TV,7.5,"2,757"
Lost in Space,(2018–2021),TV-PG,60 min,"Adventure, Drama, Family",7.300000190734863,"99,084"
The Forgotten Battle,(2020),TV-MA,124 min,"Drama, War",7.099999904632568,"28,608"
HollyBlood,(2022),,87 min,"Comedy, Fantasy, Horror",4.300000190734863,564
A Cinderella Story,(2004),PG,95 min,"Comedy, Family, Romance",5.900000095367432,"87,840"
6 Underground,(2019),R,128 min,"Action, Thriller",6.099999904632568,"174,852"
Happy Valley,(2014–2022),TV-MA,58 min,"Crime, Drama, Thriller",8.5,"39,851"
The Stranger,(I) (2020),TV-MA,363 min,"Crime, Drama, Mystery",7.300000190734863,"50,086"
Public Enemies,(2009),R,140 min,"Action, Biography, Crime",7.0,"302,797"
Sausage Party,(2016),R,89 min,"Animation, Adventure, Comedy",6.099999904632568,"194,159"
Revenge,(2011–2015),TV-14,44 min,"Drama, Mystery, Thriller",7.800000190734863,"119,927"
The Invitation,(I) (2015),Not Rated,100 min,"Drama, Horror, Mystery",6.599999904632568,"108,509"
Paddington 2,(2017),PG,103 min,"Adventure, Comedy, Family",7.800000190734863,"77,861"
Shameless,(2004–2013),TV-MA,90 min,"Comedy, Crime, Drama",8.0,"16,895"
The Girl in the Mirror,(2022– ),TV-MA,56 min,"Drama, Horror, Mystery",6.199999809265137,"1,472"
Terrifier,(2016),Unrated,82 min,"Horror, Thriller",5.599999904632568,"19,119"
The Blues Brothers,(1980),R,133 min,"Action, Adventure, Comedy",7.900000095367432,"199,019"
Merlí,(2015–2018),TV-MA,58 min,"Comedy, Drama, Romance",8.600000381469727,"8,555"
Polar,(I) (2019),TV-MA,118 min,"Action, Thriller",6.300000190734863,"89,645"
The Unforgivable,(2021),R,112 min,"Crime, Drama",7.099999904632568,"107,709"
Red Rose,(2022– ),,45 min,"Drama, Horror, Thriller",6.400000095367432,761
King Arthur: Legend of the Sword,(2017),PG-13,126 min,"Action, Adventure, Drama",6.699999809265137,"216,416"
The Impossible,(2012),PG-13,114 min,"Adventure, Drama, History",7.5,"223,356"
Vinland Saga,(2019– ),TV-MA,24 min,"Animation, Action, Adventure",8.800000190734863,"36,550"
Spider-Man: Far from Home,(2019),PG-13,129 min,"Action, Adventure, Sci-Fi",7.400000095367432,"482,390"
The Ballad of Buster Scruggs,(2018),R,133 min,"Comedy, Drama, Musical",7.300000190734863,"146,391"
Madam Secretary,(2014–2019),TV-PG,45 min,"Drama, Thriller",7.699999809265137,"23,203"
Willy Wonka & the Chocolate Factory,(1971),G,100 min,"Family, Fantasy, Musical",7.800000190734863,"200,703"
Full House,(1987–1995),TV-G,22 min,"Comedy, Drama, Family",6.699999809265137,"58,833"
Sweet Magnolias,(2020– ),TV-14,,"Drama, Romance",7.300000190734863,"18,682"
True Story,(III) (2021),TV-MA,260 min,"Crime, Drama, Thriller",7.400000095367432,"18,325"
La jefa,(2022),TV-MA,109 min,Drama,4.699999809265137,"1,028"
The Vault,(2021),R,118 min,"Action, Adventure, Thriller",6.400000095367432,"25,121"
Pieces of a Woman,(2020),R,126 min,Drama,7.0,"49,524"
Nashville,(2012–2018),TV-PG,43 min,"Drama, Music, Romance",7.699999809265137,"25,744"
Footloose,(1984),PG,107 min,"Drama, Music, Romance",6.599999904632568,"80,905"
Gerald's Game,(2017),TV-MA,103 min,"Drama, Horror, Thriller",6.5,"108,970"
Charlie's Angels,(2019),PG-13,118 min,"Action, Adventure, Comedy",4.900000095367432,"73,202"
The Curse of Bridge Hollow,(2022),,89 min,"Adventure, Comedy, Family",,
Sense8,(2015–2018),TV-MA,60 min,"Drama, Mystery, Sci-Fi",8.199999809265137,"153,913"
Travelers,(2016–2018),TV-MA,45 min,"Drama, Mystery, Sci-Fi",8.0,"56,239"
The Lost Daughter,(2021),R,121 min,Drama,6.699999809265137,"62,800"
Miraculous: Tales of Ladybug & Cat Noir,(2015– ),TV-Y7,20 min,"Animation, Action, Adventure",7.599999904632568,"11,332"
Texas Chainsaw Massacre,(2022),R,81 min,"Crime, Horror, Thriller",4.800000190734863,"50,801"
Senior Year,(2022),R,111 min,Comedy,5.5,"36,521"
"Bastard!! Heavy Metal, Dark Fantasy",(2022– ),TV-MA,25 min,"Animation, Action, Adventure",6.599999904632568,"1,364"
Castlevania,(2017–2021),TV-MA,23 min,"Animation, Action, Adventure",8.300000190734863,"64,403"
Matilda,(I) (2022),PG,117 min,"Comedy, Drama, Family",,
Step Brothers,(2008),R,98 min,Comedy,6.900000095367432,"294,349"
Castle Rock,(2018–2019),TV-MA,60 min,"Drama, Fantasy, Horror",7.5,"45,696"
Rebel Moon,,,,"Adventure, Drama, Fantasy",,
The Harder They Fall,(2021),R,139 min,"Action, Drama, Western",6.5,"61,698"
The OA,(2016–2019),TV-MA,60 min,"Drama, Fantasy, Mystery",7.800000190734863,"104,258"
Below Her Mouth,(2016),Not Rated,94 min,"Drama, Romance",5.5,"12,539"
Fear Street: Part One - 1994,(2021),R,107 min,"Drama, Horror, Mystery",6.199999809265137,"79,648"
Birdman or (The Unexpected Virtue of Ignorance),(2014),R,119 min,"Comedy, Drama",7.699999809265137,"626,026"
Beauty and the Beast,(1991),G,84 min,"Animation, Family, Fantasy",8.0,"452,086"
Moonlight,(I) (2016),R,111 min,Drama,7.400000095367432,"305,932"
Dirilis: Ertugrul,(2014–2019),TV-14,120 min,"Action, Adventure, Drama",7.900000095367432,"36,678"
National Lampoon's Animal House,(1978),R,109 min,Comedy,7.400000095367432,"121,253"
Crash Landing on You,(2019–2020),TV-14,70 min,"Adventure, Comedy, Romance",8.699999809265137,"28,088"
Archive 81,(2022),TV-MA,60 min,"Drama, Horror, Mystery",7.300000190734863,"48,309"
Trailer Park Boys,(2001–2018),TV-MA,30 min,"Comedy, Crime",8.600000381469727,"43,638"
Misfits,(2009–2013),TV-MA,60 min,"Comedy, Drama, Fantasy",8.199999809265137,"101,181"
Ratched,(2020– ),TV-MA,60 min,"Crime, Drama, History",7.199999809265137,"55,875"
GLOW,(2017–2019),TV-MA,35 min,"Comedy, Drama, Sport",8.0,"46,464"
Skyggen i mit øje,(2021),TV-MA,107 min,"Drama, History, War",7.300000190734863,"10,999"
The Stranger,(II) (2022),,117 min,"Crime, Drama, Thriller",7.400000095367432,85
Cowboy Bebop,(2021),TV-MA,58 min,"Action, Adventure, Comedy",6.699999809265137,"39,424"
Shooter,(2016–2018),TV-14,60 min,"Action, Drama",7.5,"36,802"
Drifting Home,(2022),PG,119 min,"Animation, Adventure, Drama",6.300000190734863,725
Keep Breathing,(2022),TV-MA,209 min,"Adventure, Drama, Thriller",5.199999809265137,"10,156"
The Bubble,(2022),R,126 min,Comedy,4.699999809265137,"23,324"
Bloodline,(2015–2017),TV-MA,60 min,"Drama, Thriller",7.900000095367432,"52,302"
Get Smart with Money,(2022),TV-PG,93 min,Documentary,5.599999904632568,444
Marriage Story,(2019),R,137 min,"Drama, Romance",7.900000095367432,"303,984"
A Series of Unfortunate Events,(2017–2019),TV-PG,50 min,"Adventure, Comedy, Drama",7.800000190734863,"60,640"
Hell or High Water,(II) (2016),R,102 min,"Crime, Drama, Thriller",7.599999904632568,"229,943"
Dark Desire,(2020–2022),TV-MA,30 min,"Drama, Mystery, Thriller",6.5,"7,693"
The Human Centipede (First Sequence),(2009),R,92 min,Horror,4.400000095367432,"79,417"
Ghost,(1990),PG-13,127 min,"Drama, Fantasy, Romance",7.099999904632568,"216,532"
Army of the Dead,(2021),R,148 min,"Action, Crime, Horror",5.699999809265137,"171,262"
Lawrence of Arabia,(1962),Approved,218 min,"Adventure, Biography, Drama",8.300000190734863,"292,337"
The Lost World: Jurassic Park,(1997),PG-13,129 min,"Action, Adventure, Sci-Fi",6.5,"416,716"
Cowboy Bebop,(1998–1999),TV-14,24 min,"Animation, Action, Adventure",8.899999618530273,"117,843"
Ocean's Eight,(2018),PG-13,110 min,"Action, Comedy, Crime",6.300000190734863,"217,713"
Gods of Egypt,(2016),PG-13,127 min,"Action, Adventure, Fantasy",5.400000095367432,"117,441"
Barbarians,(2020– ),TV-MA,280 min,"Action, Adventure, Drama",7.199999809265137,"24,243"
The Bold Type,(2017–2021),TV-14,45 min,"Comedy, Drama",7.800000190734863,"21,044"
Atypical,(2017–2021),TV-MA,30 min,"Comedy, Drama",8.300000190734863,"87,238"
Rosemary's Baby,(1968),Approved,137 min,"Drama, Horror",8.0,"215,114"
3rd Rock from the Sun,(1996–2001),TV-PG,60 min,"Comedy, Family, Sci-Fi",7.800000190734863,"52,455"
Mars Attacks!,(1996),PG-13,106 min,"Comedy, Sci-Fi",6.400000095367432,"227,173"
Kong: Skull Island,(2017),PG-13,118 min,"Action, Adventure, Fantasy",6.599999904632568,"317,486"
Cannon Busters,(2019– ),TV-MA,,"Animation, Fantasy",7.199999809265137,38
There's Something About Mary,(1998),R,119 min,"Comedy, Romance",7.099999904632568,"311,136"
Don't Breathe,(2016),R,88 min,"Crime, Horror, Thriller",7.099999904632568,"272,361"
Now You See Me,(I) (2013),PG-13,115 min,"Crime, Mystery, Thriller",7.199999809265137,"654,721"
One Of Us Is Lying,(2021– ),TV-MA,50 min,"Crime, Drama, Mystery",6.800000190734863,"8,906"
Monty Python and the Holy Grail,(1975),PG,91 min,"Adventure, Comedy, Fantasy",8.199999809265137,"538,546"
Batman v Superman: Dawn of Justice,(2016),PG-13,152 min,"Action, Adventure, Sci-Fi",6.400000095367432,"694,619"
Climax,(I) (2018),R,97 min,"Drama, Horror, Music",6.900000095367432,"67,926"
Lupin,(2021– ),TV-MA,45 min,"Action, Crime, Drama",7.5,"105,218"
Entergalactic,(2022– ),,,"Animation, Comedy, Music",,
The Old Guard,(2020),R,125 min,"Action, Thriller",6.599999904632568,"162,921"
The Serpent,(2021),TV-MA,458 min,"Crime, Drama, Thriller",7.599999904632568,"43,200"
Cannon Busters,(2019– ),TV-MA,,"Animation, Fantasy",6.5,34
Cannon Busters,(2019– ),TV-MA,,"Animation, Fantasy",7.199999809265137,38
"tick, tick... BOOM!",(2021),PG-13,120 min,"Biography, Drama, Musical",7.5,"103,537"
The Pale Blue Eye,(2022),R,,"Crime, Horror, Mystery",,
Alice in Borderland,(2020– ),TV-MA,50 min,"Action, Drama, Mystery",7.599999904632568,"50,974"
Gilmore Girls: A Year in the Life,(2016),TV-14,370 min,"Comedy, Drama",7.599999904632568,"38,451"
Carter,(I) (2022),TV-MA,132 min,"Action, Thriller",5.099999904632568,"7,595"
The Babysitter,(I) (2017),TV-MA,85 min,"Comedy, Horror",6.300000190734863,"92,479"
Outlaw King,(2018),R,121 min,"Action, Biography, Drama",6.900000095367432,"71,960"
Despicable Me 2,(2013),PG,98 min,"Animation, Adventure, Comedy",7.300000190734863,"399,084"
Good Witch,(2015–2021),TV-PG,48 min,"Comedy, Drama, Fantasy",7.300000190734863,"10,753"
Extraction,(2020),R,116 min,"Action, Thriller",6.699999809265137,"200,239"
Cleveland Abduction,(2015 TV Movie),TV-14,88 min,"Biography, Crime, Drama",6.599999904632568,"7,425"
Army of Thieves,(2021),TV-MA,127 min,"Action, Comedy, Crime",6.400000095367432,"75,902"
Selling the OC,(2022– ),TV-MA,30 min,Reality-TV,5.5,767
Dawson's Creek,(1998–2003),TV-14,60 min,"Drama, Romance",6.800000190734863,"41,567"
12 Strong,(2018),R,130 min,"Action, Drama, History",6.5,"81,719"
Lone Survivor,(2013),R,121 min,"Action, Biography, Drama",7.5,"287,213"
Into the Night,(II) (2020– ),TV-MA,35 min,"Drama, Sci-Fi, Thriller",7.099999904632568,"32,118"
Inside Job,(2021– ),TV-MA,30 min,"Animation, Comedy, Fantasy",7.599999904632568,"17,662"
Chef's Table: Pizza,(2022– ),TV-MA,45 min,Documentary,7.400000095367432,289
Major,(2022),,150 min,"Action, Biography, Drama",8.199999809265137,"25,431"
Bird Box,(2018),R,124 min,"Horror, Mystery, Sci-Fi",6.599999904632568,"336,633"
The Fresh Prince of Bel-Air,(1990–1996),TV-PG,22 min,Comedy,7.900000095367432,"134,185"
"Breakfast, Lunch & Dinner",(2019– ),,,Documentary,6.699999809265137,86
Through My Window,(2022),TV-MA,116 min,"Comedy, Drama, Romance",5.400000095367432,"10,198"
The Holiday,(2006),PG-13,136 min,"Comedy, Romance",6.900000095367432,"284,199"
Moonrise Kingdom,(2012),PG-13,94 min,"Comedy, Drama, Romance",7.800000190734863,"348,507"
He's All That,(2021),TV-14,88 min,"Comedy, Romance",4.400000095367432,"24,843"
Superwog,(2017– ),TV-MA,30 min,Comedy,7.400000095367432,986
Breakfast at Tiffany's,(1961),Approved,115 min,"Comedy, Drama, Romance",7.599999904632568,"180,040"
The Girl in the Spider's Web,(2018),R,115 min,"Action, Crime, Drama",6.099999904632568,"47,930"
The Karate Kid,(2010),PG,140 min,"Action, Drama, Family",6.199999809265137,"183,166"
Shot Caller,(2017),R,121 min,"Crime, Drama, Thriller",7.300000190734863,"86,482"
The Missing,(2014–2016),TV-14,60 min,"Crime, Drama, Mystery",8.199999809265137,"26,870"
Moneyball,(2011),PG-13,133 min,"Biography, Drama, Sport",7.599999904632568,"420,330"
Clusterf**k: Woodstock '99,(2022),TV-MA,142 min,"Documentary, History, Music",7.400000095367432,"13,986"
Stay Close,(2021),TV-MA,375 min,"Crime, Drama, Mystery",6.900000095367432,"31,279"
Furious 7,(2015),PG-13,137 min,"Action, Crime, Thriller",7.099999904632568,"388,751"
Avatar: The Last Airbender,,,,"Action, Adventure, Comedy",,
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.699999809265137,"118,264"
Lou,(I) (2022),R,107 min,"Action, Crime, Drama",5.900000095367432,880
Lost Ollie,(2022),TV-PG,45 min,"Animation, Adventure, Drama",7.800000190734863,"1,071"
Fatal Attraction,(1987),R,119 min,"Drama, Thriller",6.900000095367432,"86,764"
Untold: The Girlfriend Who Didn't Exist,(2022),TV-MA,124 min,"Documentary, Biography, Sport",7.199999809265137,"4,962"
The Lincoln Lawyer,(2011),R,118 min,"Crime, Drama, Mystery",7.300000190734863,"238,378"
Mighty Morphin Power Rangers,(1993–1996),TV-Y7,30 min,"Action, Adventure, Family",6.5,"22,310"
Life of Brian,(1979),R,94 min,Comedy,8.0,"397,955"
Love Is Blind,(2020– ),TV-MA,48 min,"Game-Show, Reality-TV, Romance",6.099999904632568,"8,099"
The Pentaverate,(2022),TV-MA,160 min,Comedy,6.099999904632568,"9,498"
Doom,(2005),R,105 min,"Action, Horror, Sci-Fi",5.199999809265137,"113,934"
Pan,(2015),PG,111 min,"Action, Adventure, Comedy",5.699999809265137,"64,414"
Crazy Ex-Girlfriend,(2015–2019),TV-14,42 min,"Comedy, Musical",7.800000190734863,"20,397"
A Walk to Remember,(2002),PG,101 min,"Drama, Romance",7.300000190734863,"211,211"
Enola Holmes 2,(2022),PG-13,,"Action, Adventure, Crime",,
When Calls the Heart,(2014– ),TV-G,43 min,"Drama, History, Romance",7.900000095367432,"13,133"
Space Force,(2020–2022),TV-MA,30 min,Comedy,6.699999809265137,"64,540"
The Shannara Chronicles,(2016–2017),TV-14,42 min,"Adventure, Drama, Fantasy",7.099999904632568,"60,428"
Lucy,(I) (2014),R,89 min,"Action, Sci-Fi, Thriller",6.400000095367432,"493,047"
Midnight in Paris,(2011),PG-13,94 min,"Comedy, Fantasy, Romance",7.699999809265137,"422,213"
Contagion,(2011),PG-13,106 min,"Drama, Thriller",6.800000190734863,"303,276"
Project X,(2012),R,88 min,Comedy,6.599999904632568,"210,083"
Cars 3,(2017),G,102 min,"Animation, Adventure, Comedy",6.699999809265137,"99,256"
The Alienist,(2018–2020),TV-MA,60 min,"Crime, Drama, Mystery",7.699999809265137,"54,039"
