show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Ashes to Crown,,,11500000,1400000.0,1,26923.076923076922,0.0,0.0,8.339328537170264,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,826285.221822542,1271208.0335731416,1779691.2470023981,3178020.083932854,,,,,Watchlist
Crime Scene Berlin: Nightlife Killer,,,5800000,3300000.0,2,0.0,0.0,,8.333333333333334,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,826041.6666666667,1270833.3333333335,1779166.6666666667,3177083.333333334,,,,,Watchlist
Hell's Paradise: Jigokuraku,,,5800000,1800000.0,2,17307.69230769231,0.0,0.0,8.333333333333334,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,826041.6666666667,1270833.3333333335,1779166.6666666667,3177083.333333334,,,,,Watchlist
Summer Heat,,,11470000,,1,0.0,0.0,,8.279376498800959,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,823849.670263789,1267461.03117506,1774445.4436450838,3168652.57793765,,,,,Watchlist
Unstable,,,11360000,,1,0.0,0.0,,8.231414868105515,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,821901.2290167866,1264463.4292565947,1770248.8009592325,3161158.573141487,,,,,Watchlist
Maledictions,,,5500000,2600000.0,2,50000.0,0.0,0.0,8.16546762589928,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,819222.1223021584,1260341.726618705,1764478.417266187,3150854.316546763,,,,,Watchlist
Ripple,,,11100000,2000000.0,1,38461.53846153846,0.0,0.0,8.135491606714629,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,818004.3465227818,1258468.2254196643,1761855.5155875299,3146170.563549161,,,,,Watchlist
The Playlist,,,10920000,,1,0.0,0.0,,8.039568345323742,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,814107.464028777,1252473.0215827338,1753462.2302158272,3131182.5539568346,,,,,Watchlist
Hot Skull,,,10910000,,1,0.0,0.0,,8.015587529976019,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,813133.2434052757,1250974.220623501,1751363.9088729015,3127435.5515587525,,,,,Watchlist
STEEL BALL RUN JoJo’s Bizarre Adventure,,,5000000,6400000.0,2,123076.92307692308,0.0,0.0,8.009592326139089,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,812889.6882494005,1250599.520383693,1750839.32853717,3126498.8009592327,,,,,Watchlist
Our Oceans,,,10900000,2100000.0,1,0.0,0.0,,7.991606714628298,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,812159.0227817746,1249475.4196642686,1749265.587529976,3123688.5491606714,,,,,Watchlist
When the Stars Gossip,,,10800000,2400000.0,1,0.0,0.0,,7.919664268585132,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,809236.360911271,1244979.0167865707,1742970.6235011988,3112447.5419664267,,,,,Watchlist
Don't Pick Up the Phone,,,10780000,,1,0.0,0.0,,7.89568345323741,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,808262.1402877698,1243480.2158273382,1740872.3021582733,3108700.5395683455,,,,,Watchlist
WWE: Unreal,,,10700000,2300000.0,1,0.0,0.0,,7.859712230215826,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,806800.809352518,1241232.014388489,1737724.8201438845,3103080.0359712224,,,,,Watchlist
Asaf,,,10600000,2300000.0,1,0.0,0.0,,7.7517985611510785,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,802416.8165467626,1234487.4100719425,1728282.3741007193,3086218.5251798565,,,,,Watchlist
Tribhuvan Mishra CA Topper,,,10500000,1200000.0,1,0.0,0.0,,7.691846522781774,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,799981.2649880096,1230740.407673861,1723036.5707434053,3076851.0191846523,,,,,Watchlist
Kaiju No. 8,,,4500000,1500000.0,2,0.0,0.0,,7.661870503597122,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,798763.4892086331,1228866.90647482,1720413.669064748,3072167.2661870504,,,,,Watchlist
She Would Never Know,,,10420000,,1,0.0,0.0,,7.63189448441247,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,797545.7134292566,1226993.4052757793,1717790.767386091,3067483.513189448,,,,,Watchlist
W.A.G.s to Riches,,,10400000,2300000.0,1,0.0,0.0,,7.6079136690647475,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,796571.4928057553,1225494.6043165466,1715692.4460431652,3063736.5107913665,,,,,Watchlist
Franco Escamilla: Ladies' man,,,4300000,3500000.0,2,0.0,0.0,,7.577937649880095,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,795353.717026379,1223621.103117506,1713069.5443645082,3059052.757793765,,,,,Watchlist
Lord of the Flies,,,10300000,2500000.0,1,48076.92307692308,0.0,0.0,7.547961630695443,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,794135.9412470025,1221747.6019184652,1710446.6426858513,3054369.004796163,,,,,Watchlist
Kevin Hart: Acting My Age,,,10300000,9200000.0,1,176923.07692307694,0.0,0.0,7.547961630695443,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,794135.9412470025,1221747.6019184652,1710446.6426858513,3054369.004796163,,,,,Watchlist
Om Nom Stories,,,4100000,4100000.0,2,0.0,0.0,,7.529976019184653,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,793405.2757793765,1220623.5011990408,1708872.901678657,3051558.752997602,,,,,Watchlist
A Nonsense Christmas with Sabrina Carpenter,,,3900000,4600000.0,2,0.0,0.0,,7.434052757793766,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,789508.3932853717,1214628.2973621103,1700479.6163069543,3036570.743405276,,,,,Watchlist
Muscles & Mayhem: An Unauthorized Story of American Gladiators,,,10100000,2800000.0,1,0.0,0.0,,7.416067146282973,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,788777.7278177459,1213504.196642686,1698905.8752997601,3033760.4916067147,,,,,Watchlist
Somebody,,,9940000,,1,0.0,0.0,,7.320143884892086,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,784880.845323741,1207508.9928057552,1690512.5899280573,3018772.482014388,,,,,Watchlist
Class,,,9910000,,1,0.0,0.0,,7.272182254196642,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,782932.4040767386,1204511.3908872902,1686315.9472422062,3011278.4772182256,,,,,Watchlist
José Totoy 3,,,3600000,4800000.0,2,69230.76923076923,0.0,0.0,7.254196642685852,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,782201.7386091128,1203387.2901678658,1684742.206235012,3008468.2254196648,,,,,Watchlist
Hunter X Hunter (2011),,,9890000,,1,0.0,0.0,,7.248201438848921,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,781958.1834532374,1203012.5899280575,1684217.6258992804,3007531.4748201435,,,,,Watchlist
The Later Daters,,,9800000,1800000.0,1,0.0,0.0,,7.200239808153477,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,780009.7422062351,1200014.9880095923,1680020.983213429,3000037.470023981,,,,,Watchlist
Big Vape: The Rise and Fall of Juul,,,9700000,3100000.0,1,0.0,0.0,,7.152278177458034,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,778061.3009592326,1197017.386091127,1675824.3405275778,2992543.4652278177,,,,,Watchlist
Royal Rumble,,,9600000,2100000.0,1,0.0,0.0,,7.128297362110311,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,777087.0803357315,1195518.5851318946,1673726.0191846523,2988796.4628297365,,,,,Watchlist
"Instadocs: Alex Murdaugh, Unconvicted",,,3300000,6600000.0,2,126923.07692307692,0.0,0.0,7.098321342925659,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,775869.304556355,1193645.0839328538,1671103.117505995,2984112.7098321347,,,,,Watchlist
Terror Tuesday: Extreme,,,9500000,1700000.0,1,0.0,0.0,,7.09232613908873,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,775625.7494004796,1193270.3836930455,1670578.5371702635,2983175.9592326134,,,,,Watchlist
Katie Taylor vs. Amanda Serrano 3,,,9400000,2800000.0,1,0.0,0.0,,6.996402877697842,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,771728.8669064748,1187275.179856115,1662185.2517985608,2968187.9496402876,,,,,Watchlist
Critical: Between Life and Death,,,9300000,2000000.0,1,0.0,0.0,,6.96043165467626,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,770267.535971223,1185026.9784172662,1659037.7697841725,2962567.4460431654,,,,,Watchlist
The Summer Hikaru Died,,,3100000,3400000.0,2,0.0,0.0,,6.918465227817746,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,768562.6498800961,1182404.0767386092,1655365.7074340528,2956010.191846523,,,,,Watchlist
Friendly Rivalry,,,9200000,1100000.0,1,0.0,0.0,,6.876498800959233,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,766857.7637889689,1179781.175059952,1651693.645083933,2949452.93764988,,,,,Watchlist
The Bad Guys: The Series,,,9200000,2400000.0,1,46153.846153846156,0.0,0.0,6.876498800959233,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,766857.7637889689,1179781.175059952,1651693.645083933,2949452.93764988,,,,,Watchlist
MARINES,,,9000000,2800000.0,1,53846.153846153844,0.0,0.0,6.672661870503596,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,758576.8884892086,1167041.3669064748,1633857.9136690646,2917603.4172661873,,,,,Watchlist
Blood Legacy,,,9000000,1100000.0,1,0.0,0.0,,6.672661870503596,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,758576.8884892086,1167041.3669064748,1633857.9136690646,2917603.4172661873,,,,,Watchlist
School Spirits,,,8900000,1400000.0,1,0.0,0.0,,6.600719424460431,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,755654.2266187051,1162544.964028777,1627562.9496402878,2906362.410071943,,,,,Watchlist
Surviving Paradise,,,8900000,1300000.0,1,0.0,0.0,,6.600719424460431,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,755654.2266187051,1162544.964028777,1627562.9496402878,2906362.410071943,,,,,Watchlist
Monique Olivier: Accessory to Evil,,,8720000,,1,0.0,0.0,,6.528776978417265,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,752731.5647482015,1158048.5611510791,1621267.9856115107,2895121.4028776977,,,,,Watchlist
Under Fire,,,8620000,,1,0.0,0.0,,6.480815347721822,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,750783.1235011991,1155050.959232614,1617071.3429256594,2887627.3980815345,,,,,Watchlist
Glass Heart,,,8600000,1200000.0,1,0.0,0.0,,6.44484412470024,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,749321.7925659473,1152802.757793765,1613923.860911271,2882006.894484413,,,,,Watchlist
Let's Get Divorced,,,8500000,900000.0,1,0.0,0.0,,6.384892086330934,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,746886.2410071943,1149055.7553956835,1608678.0575539568,2872639.3884892086,,,,,Watchlist
Santita,,,8500000,1900000.0,1,36538.46153846154,0.0,0.0,6.384892086330934,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,746886.2410071943,1149055.7553956835,1608678.0575539568,2872639.3884892086,,,,,Watchlist
Love Never Lies,,,8370000,,1,0.0,0.0,,6.31294964028777,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,743963.5791366907,1144559.3525179857,1602383.09352518,2861398.3812949643,,,,,Watchlist
The Manhattan Alien Abduction,,,8300000,4000000.0,1,0.0,0.0,,6.252997601918466,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,741528.0275779377,1140812.3501199041,1597137.2901678658,2852030.87529976,,,,,Watchlist
Everything Now,,,8300000,1300000.0,1,0.0,0.0,,6.252997601918466,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,741528.0275779377,1140812.3501199041,1597137.2901678658,2852030.87529976,,,,,Watchlist
Together: Treble Winners,,,8300000,1800000.0,1,0.0,0.0,,6.252997601918466,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,741528.0275779377,1140812.3501199041,1597137.2901678658,2852030.87529976,,,,,Watchlist
MOURINHO,,,8300000,2900000.0,1,55769.230769230766,725000.0,13.0,6.252997601918466,False,Possible short-term spike,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,741528.0275779377,1140812.3501199041,1597137.2901678658,2852030.87529976,,,,,Watchlist
Freeridge,,,8270000,,1,0.0,0.0,,6.19304556354916,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,739092.4760191847,1137065.3477218226,1591891.4868105515,2842663.3693045564,,,,,Watchlist
Agent from Above,,,8100000,1400000.0,1,26923.076923076922,0.0,0.0,6.109112709832135,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,735682.7038369306,1131819.5443645085,1584547.3621103119,2829548.860911271,,,,,Watchlist
Loudermilk,,,8000000,1700000.0,1,0.0,0.0,,6.061151079136691,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,733734.2625899281,1128821.9424460432,1580350.7194244605,2822054.8561151084,,,,,Watchlist
Buying London,,,8000000,1900000.0,1,0.0,0.0,,6.061151079136691,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,733734.2625899281,1128821.9424460432,1580350.7194244605,2822054.8561151084,,,,,Watchlist
Entrapped,,,7900000,,1,0.0,0.0,,6.013189448441247,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,731785.8213429258,1125824.340527578,1576154.0767386092,2814560.851318945,,,,,Watchlist
Valle Salvaje,,,7900000,1300000.0,1,0.0,0.0,,6.013189448441247,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,731785.8213429258,1125824.340527578,1576154.0767386092,2814560.851318945,,,,,Watchlist
Gangs of Oslo,,,7700000,1600000.0,1,0.0,0.0,,5.893285371702637,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,726914.7182254196,1118330.3357314148,1565662.4700239806,2795825.839328537,,,,,Watchlist
The Fairly OddParents: A New Wish,,,7500000,2000000.0,1,0.0,0.0,,5.773381294964029,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,722043.6151079137,1110836.330935252,1555170.8633093527,2777090.8273381297,,,,,Watchlist
Bad Thoughts,,,7500000,3800000.0,1,0.0,0.0,,5.773381294964029,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,722043.6151079137,1110836.330935252,1555170.8633093527,2777090.8273381297,,,,,Watchlist
The Trust,,,7500000,2100000.0,1,0.0,0.0,,5.773381294964029,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,722043.6151079137,1110836.330935252,1555170.8633093527,2777090.8273381297,,,,,Watchlist
Aniela,,,7400000,1200000.0,1,0.0,0.0,,5.617505995203836,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,715711.1810551559,1101094.1247002399,1541531.7745803357,2752735.3117505996,,,,,Watchlist
The Turkish Passion,,,7400000,1400000.0,1,0.0,0.0,,5.617505995203836,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,715711.1810551559,1101094.1247002399,1541531.7745803357,2752735.3117505996,,,,,Watchlist
Scott Pilgrim Takes Off,,,7400000,2000000.0,1,0.0,0.0,,5.617505995203836,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,715711.1810551559,1101094.1247002399,1541531.7745803357,2752735.3117505996,,,,,Watchlist
My Dad the Bounty Hunter,,,7300000,1700000.0,1,0.0,0.0,,5.5215827338129495,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,711814.2985611511,1095098.9208633094,1533138.489208633,2737747.3021582738,,,,,Watchlist
How to Become a Cult Leader,,,7300000,2300000.0,1,0.0,0.0,,5.5215827338129495,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,711814.2985611511,1095098.9208633094,1533138.489208633,2737747.3021582738,,,,,Watchlist
Mech Cadets,,,7300000,1800000.0,1,0.0,0.0,,5.5215827338129495,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,711814.2985611511,1095098.9208633094,1533138.489208633,2737747.3021582738,,,,,Watchlist
Brazil '70: The Third Star,,,7200000,1300000.0,1,25000.0,0.0,0.0,5.461630695443645,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,709378.7470023981,1091351.9184652278,1527892.6858513188,2728379.7961630695,,,,,Watchlist
My Family,,,7100000,1600000.0,1,0.0,0.0,,5.425659472422062,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,707917.4160671463,1089103.717026379,1524745.2038369305,2722759.2925659474,,,,,Watchlist
The Diamond Heist,,,7000000,3100000.0,1,0.0,0.0,,5.365707434052758,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,705481.8645083933,1085356.7146282974,1519499.4004796161,2713391.7865707437,,,,,Watchlist
Katt Williams: The Last Report,,,7000000,7100000.0,1,136538.46153846153,0.0,0.0,5.365707434052758,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,705481.8645083933,1085356.7146282974,1519499.4004796161,2713391.7865707437,,,,,Watchlist
Chastity High,,,7000000,1000000.0,1,0.0,0.0,,5.365707434052758,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,705481.8645083933,1085356.7146282974,1519499.4004796161,2713391.7865707437,,,,,Watchlist
The Rats: A Witcher Tale,,,6900000,5000000.0,1,96153.84615384616,0.0,0.0,5.26978417266187,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,701584.9820143885,1079361.510791367,1511106.1151079135,2698403.7769784173,,,,,Watchlist
The Indrani Mukerjea Story: Buried Truth,,,6900000,2200000.0,1,0.0,0.0,,5.26978417266187,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,701584.9820143885,1079361.510791367,1511106.1151079135,2698403.7769784173,,,,,Watchlist
Onimusha,,,6800000,1800000.0,1,0.0,0.0,,5.185851318944843,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,698175.2098321342,1074115.7074340526,1503761.9904076736,2685289.2685851315,,,,,Watchlist
Love After Music,,,6800000,,1,0.0,0.0,,5.185851318944843,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,698175.2098321342,1074115.7074340526,1503761.9904076736,2685289.2685851315,,,,,Watchlist
Aema,,,6700000,1100000.0,1,21153.846153846152,0.0,0.0,5.113908872901678,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,695252.5479616307,1069619.3045563549,1497467.0263788968,2674048.261390887,,,,,Watchlist
Mysteries of the Faith,,,6600000,2300000.0,1,0.0,0.0,,5.041966426858513,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,692329.8860911272,1065122.9016786572,1491172.06235012,2662807.254196643,,,,,Watchlist
Children of the Church Steps,,,6600000,2000000.0,1,0.0,0.0,,5.041966426858513,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,692329.8860911272,1065122.9016786572,1491172.06235012,2662807.254196643,,,,,Watchlist
Chicken Nugget,,,6600000,1200000.0,1,0.0,0.0,,5.041966426858513,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,692329.8860911272,1065122.9016786572,1491172.06235012,2662807.254196643,,,,,Watchlist
6ixtynin9 The Series,,,6500000,1400000.0,1,0.0,0.0,,4.982014388489208,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,689894.3345323742,1061375.8992805756,1485926.2589928056,2653439.748201439,,,,,Watchlist
Kylie,,,6400000,2100000.0,1,40384.61538461538,0.0,0.0,4.934052757793765,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,687945.8932853717,1058378.2973621103,1481729.6163069543,2645945.743405276,,,,,Watchlist
Futuro desierto,,,6200000,1200000.0,1,23076.923076923078,0.0,0.0,4.850119904076738,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,684536.1211031176,1053132.4940047963,1474385.4916067147,2632831.2350119906,,,,,Watchlist
Magic and Muscles,,,6200000,1300000.0,1,0.0,0.0,,4.850119904076738,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,684536.1211031176,1053132.4940047963,1474385.4916067147,2632831.2350119906,,,,,Watchlist
Replacing Chef Chico,,,6100000,1300000.0,1,0.0,0.0,,4.7661870503597115,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,681126.3489208632,1047886.6906474819,1467041.3669064746,2619716.726618705,,,,,Watchlist
Fiasco,,,6000000,1400000.0,1,0.0,0.0,,4.682254196642686,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,677716.5767386091,1042640.8872901679,1459697.242206235,2606602.2182254195,,,,,Watchlist
Aaron Rodgers: Enigma,,,6000000,1800000.0,1,0.0,0.0,,4.682254196642686,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,677716.5767386091,1042640.8872901679,1459697.242206235,2606602.2182254195,,,,,Watchlist
The Kings of Tupelo: A Southern Crime Saga,,,6000000,1800000.0,1,0.0,0.0,,4.682254196642686,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,677716.5767386091,1042640.8872901679,1459697.242206235,2606602.2182254195,,,,,Watchlist
Love Never Lies: Poland,,,6000000,1200000.0,1,0.0,0.0,,4.682254196642686,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,677716.5767386091,1042640.8872901679,1459697.242206235,2606602.2182254195,,,,,Watchlist
Kaulitz & Kaulitz,,,5900000,1000000.0,1,0.0,0.0,,4.59832134292566,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,674306.804556355,1037395.0839328538,1452353.117505995,2593487.7098321347,,,,,Watchlist
Crime Scene Zero,,,5900000,1100000.0,1,21153.846153846152,0.0,0.0,4.59832134292566,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,674306.804556355,1037395.0839328538,1452353.117505995,2593487.7098321347,,,,,Watchlist
Gundam: Requiem for Vengeance,,,5800000,2400000.0,1,0.0,0.0,,4.526378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,671384.1426858513,1032898.6810551558,1446058.153477218,2582246.7026378894,,,,,Watchlist
The Haunted Palace,,,5800000,1400000.0,1,0.0,0.0,,4.526378896882494,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,671384.1426858513,1032898.6810551558,1446058.153477218,2582246.7026378894,,,,,Watchlist
900 Days Without Anabel,,,5700000,2200000.0,1,0.0,0.0,,4.430455635491606,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,667487.2601918465,1026903.4772182254,1437664.8681055154,2567258.6930455635,,,,,Watchlist
Full Speed,,,5700000,1500000.0,1,0.0,0.0,,4.430455635491606,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,667487.2601918465,1026903.4772182254,1437664.8681055154,2567258.6930455635,,,,,Watchlist
THE MAGIC PRANK SHOW with Justin Willman,,,5700000,2000000.0,1,0.0,0.0,,4.430455635491606,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,667487.2601918465,1026903.4772182254,1437664.8681055154,2567258.6930455635,,,,,Watchlist
Gold & Greed: The Hunt for Fenn's Treasure,,,5700000,2100000.0,1,0.0,0.0,,4.430455635491606,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,667487.2601918465,1026903.4772182254,1437664.8681055154,2567258.6930455635,,,,,Watchlist
The 31st Annual Screen Actors Guild Awards,,,5500000,2600000.0,1,0.0,0.0,,4.358513189448441,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,664564.598321343,1022407.0743405276,1431369.9040767385,2556017.685851319,,,,,Watchlist
Love Never Lies: Destination Sardinia,,,5420000,,1,0.0,0.0,,4.322541966426859,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,663103.2673860912,1020158.8729016787,1428222.42206235,2550397.1822541966,,,,,Watchlist
